Date Info,Country Info,Name,Review Title,Content,Rating,Link,Product Title
,,Ryan Matthews,,,,,
,,Francine,,,,,
,,Francine,,,,,
,,Soyla,,,,,
,,Jenny,,,,,
" October 24, 2023",Reviewed in the United States ,Rachael Seymour,4.0 out of 5 stars,"So far we have used the Broil, air fry, and keep warm. Do not know if i will use the other functions as we have other things in the kitchen that do the same function but on a larger scale. Will say im interested on the ferment option and being able to cook a pizza. But we do not eat enough pizza that we have used it yet.. The Good:. The amount of things you will be able to fit while air frying is amazing. We had other air fryers in the past and this one cooks almost everything we need at one time. Very easy to clean the interior and exterior of the unit as it does not have to many parts to take apart to clean. I love the keep warm part it keeps things warm if cooking does not go to plan.. The not so good:. The fry basket is a little hard to clean due to the grate pattern. The racks/ Fry basket do not stay in the oven so you are able to take items out of them with out fully taking them out. I ended up putting foil on top of the oven going to have to find something else to keep the top clean from putting the racks there. Unit is taller then most other air fryers we have used.. Over all with the good and not so good we are enjoying it and have been able to get rid of the toaster oven and air fryer. Now we have more counter space . We are very happy with the purchase",4.0 out of 5 stars,/COSORI-Flat-Sealed-Innovative-Accessories-CCO-R252-SUS/dp/B0C4KXHJC3/ref=cm_cr_arp_d_product_top?ie=UTF8,"COSORI 11-in-1 26-Quart Ceramic Toaster Oven Air Fryer Combo, Flat-Sealed Heating Elements for Easy Cleanup, Innovative Burner Function, Christmas Gifts, 5 Accessories & Recipes, CCO-R252-SUS"
" November 11, 2023",Reviewed in the United States ,White Mountain customer,4.0 out of 5 stars,"First of all this is a very good oven. It is easy to use and bakes amazingly evenly. It preheats quickly but then its flaw appears. Once you set it and it reaches the desired temperature you must hit the start button, if not it shuts off. This is very annoying to me even though the directions clearly state you must follow this process. If you are a distracted cook, this may not be the oven for you since the very subtle beep it gives when it reaches the desired temp is reached is barely noticeable in a noisy kitchen or if you are a little hard of hearing.. The other short coming is when the directions also tell you to use a certain type of scrubber on their pan, do it. I thought I used the proper cleaning scrubber, but I wore off their thinly applied non-stick coating in a flash.. I was very surprised when baking muffins in it the first time. I have always had to turn my muffin pans around to get evenly toasted muffins. This oven baked so evenly I never had to adjust the pan and the muffins were perfectly toasted no matter where they were in the pan.",4.0 out of 5 stars,/COSORI-Flat-Sealed-Innovative-Accessories-CCO-R252-SUS/dp/B0C4KXHJC3/ref=cm_cr_arp_d_product_top?ie=UTF8,"COSORI 11-in-1 26-Quart Ceramic Toaster Oven Air Fryer Combo, Flat-Sealed Heating Elements for Easy Cleanup, Innovative Burner Function, Christmas Gifts, 5 Accessories & Recipes, CCO-R252-SUS"
" November 18, 2023",Reviewed in the United States ,F,5.0 out of 5 stars,"After comparing multiple options I chose this one because of the enclosed heating elements and I am not disappointed. This air fryer is super easy to keep clean, no sharp edges, no crevices to trap grease and crumbs, just wipe it out with a sponge or paper towel and it still looks like new after a month of use.. The cook functions work well, air fryes chicken and French fries perfectly, easy reheating. Like most combo ovens using it to toast bread takes a lot longer than a dedicated toaster but it gets the job done. Broiling Bagels for 5 minutes gets them perfectly toasted on top and still warm and soft on the bottom. I was skeptical of the grilling function but it works well in a pinch.. For the size of the foot print it has a huge amount of interior space which is another plus. The large glass door is also great. Would definitely recommend to a friend.",5.0 out of 5 stars,/COSORI-Flat-Sealed-Innovative-Accessories-CCO-R252-SUS/dp/B0C4KXHJC3/ref=cm_cr_arp_d_product_top?ie=UTF8,"COSORI 11-in-1 26-Quart Ceramic Toaster Oven Air Fryer Combo, Flat-Sealed Heating Elements for Easy Cleanup, Innovative Burner Function, Christmas Gifts, 5 Accessories & Recipes, CCO-R252-SUS"
" October 20, 2023",Reviewed in the United States ,Michelle,5.0 out of 5 stars,"We've been using this air fryer/toaster oven for about three weeks now. It is easy to clean. It looks very nice. Sturdy and no operational issues. One thing to note - if you want to turn off the display lights, you hold down the time/shade button for three seconds. There is an error in the instruction booklet about this and I had to call customer service (who called me back the next day with a correct answer) and do some research on amazon through the customer questions to figure out. Also - when you are heating the oven for air frying or baking, there is a three-beep chime that lets you know the oven reached its temperature. The chime is very quiet - if you're more than 15 feet away from the oven or there is other noise going on, you're not going to hear it.. We've used this oven every day since we bought it. So far we have used it for toasting, baking, reheating, and airfrying. I didn't want an oven with a rotisserie and room enough for an entire pizza - that was just over the top. This one works really well for our purposes.. The oven is rather tall - of course even though you read the dimensions, it sometimes just is bigger than you pictured. There is only about 3 inches clearance between the top of the oven and bottom of the upper cabinets. A little more snug than I would have liked but it's okay.. It cleans up very easily. Comes with a baking tray, toasting rack, and airfryer basket. Everything still looks brand new and has all been used multiple times a day every day for the past 3-4 weeks.. I did a lot of research online and surveyed about 5 close friends that owned air fryers. Very pleased with the quality and the price of this oven. Worth the effort to do the research so you get what you expect!",5.0 out of 5 stars,/COSORI-Flat-Sealed-Innovative-Accessories-CCO-R252-SUS/dp/B0C4KXHJC3/ref=cm_cr_arp_d_product_top?ie=UTF8,"COSORI 11-in-1 26-Quart Ceramic Toaster Oven Air Fryer Combo, Flat-Sealed Heating Elements for Easy Cleanup, Innovative Burner Function, Christmas Gifts, 5 Accessories & Recipes, CCO-R252-SUS"
" November 6, 2023",Reviewed in the United States ,Terry,4.0 out of 5 stars,"Needed to replace a toaster and was intrigued with an appliance that could do the job of several. One challenge was to find one big enough to roast a chicken or bake a casserole yet small enough to fit under the cabinets. This Cosori definitely fills all those check boxes and more. So far have used toast, bake, rotisserie, and air fryer. Have noticed that times and/or temps may have to be adjusted for certain things but it’s not a big issue. The only “negative “ is the length of time it takes to toast, but it does seem to toast evenly. Looking forward to trying the dehydrate feature.. Cleaning is a bit of a challenge, but found it helps to use aluminum foil on the bottom tray and wiping down the glass door after using air fryer or rotisserie (obviously after it cools down 😉).. As for the durability-looking forward to having this for many years.",4.0 out of 5 stars,/COSORI-Flat-Sealed-Innovative-Accessories-CCO-R252-SUS/dp/B0C4KXHJC3/ref=cm_cr_arp_d_product_top?ie=UTF8,"COSORI 11-in-1 26-Quart Ceramic Toaster Oven Air Fryer Combo, Flat-Sealed Heating Elements for Easy Cleanup, Innovative Burner Function, Christmas Gifts, 5 Accessories & Recipes, CCO-R252-SUS"
" October 11, 2023",Reviewed in the United States ,ccbgrb,4.0 out of 5 stars,"Received the new 13 in 1 26 quart toaster air fry oven this week. It doesn't take long to preheat the oven functions although it does take longer to preheat the toaster function. I tried making zucchini chips with the air fryer and burned them. I tried 3 attempts at different temps and times. I need to keep trying on the air fryer. I wish Cosori had a detailed cookbook with recipes using all the different functions. I can't find anything on YouTube or the internet with recipes for this particular model. I am not experienced in air fryer, dehydration or sous vide cooking. The recipe book that comes with the 26 quart Cosori is not very helpful. I haven't tried the meat thermometer yet so will add info on that later. This toaster air fryer is so very easy to clean because of the ceramic heating unit on the bottom and top of the oven. I wait until the next day after it has cooled and take a damp cloth to clean the inside. So much easier than most all toaster ovens that have a heating rod.",4.0 out of 5 stars,/COSORI-Flat-Sealed-Innovative-Accessories-CCO-R252-SUS/dp/B0C4KXHJC3/ref=cm_cr_arp_d_product_top?ie=UTF8,"COSORI 11-in-1 26-Quart Ceramic Toaster Oven Air Fryer Combo, Flat-Sealed Heating Elements for Easy Cleanup, Innovative Burner Function, Christmas Gifts, 5 Accessories & Recipes, CCO-R252-SUS"
" November 5, 2023",Reviewed in the United States ,Lisa I.,5.0 out of 5 stars,"I love to cook and have always been a solidly competent cook, so I was surprised that this little oven could expand my kitchen skills as much as it has! I have made some of the BEST dinners in this little oven - air fried pork chops (PERFECT!), baked salmon (chefs kiss; so good!), chicken, potatoes, etc. Things that I thought I’ve always made well are now easier & often BETTER in this oven. And it doesn’t heat up my whole kitchen & is super easy to clean up. Oh, and I had a similar Breville oven that this one replaced - and I’m a little salty about that….this oven is about half the price that I paid for the other one and MUCH better!. I know other reviewers don’t like the quiet beeps that it makes - I LOVE that it’s quieter. I also downloaded the app & like that I can manage it with the app. It would have been nice for them to have better labeled how to power it off (press & hold the time button), but I just marked mine with red sharpie so people know that’s also the power-off button.. All in all, a great oven at a great price that is reliably multifunctional!",5.0 out of 5 stars,/COSORI-Flat-Sealed-Innovative-Accessories-CCO-R252-SUS/dp/B0C4KXHJC3/ref=cm_cr_arp_d_product_top?ie=UTF8,"COSORI 11-in-1 26-Quart Ceramic Toaster Oven Air Fryer Combo, Flat-Sealed Heating Elements for Easy Cleanup, Innovative Burner Function, Christmas Gifts, 5 Accessories & Recipes, CCO-R252-SUS"
" November 14, 2023",Reviewed in the United States ,Sequita Morris,5.0 out of 5 stars,"My wife absolutely loves her Cosori air fryer! This replaced a smaller one. She uses it almost daily! It is convenient, much easier to clean than the single basket one, and I like the look of it. It fits in the corner under an overhanging cabinet. It dies not overheat. It is programmable. We have not used the Alexa integration yet, because God forbid that the woman reads a manual! But I have used the Cosori and it’s user friendly. I didn’t use the previous one at all. We have now had it for greater than 6 months and we haven’t had a single problem with it!",5.0 out of 5 stars,/COSORI-Flat-Sealed-Innovative-Accessories-CCO-R252-SUS/dp/B0C4KXHJC3/ref=cm_cr_arp_d_product_top?ie=UTF8,"COSORI 11-in-1 26-Quart Ceramic Toaster Oven Air Fryer Combo, Flat-Sealed Heating Elements for Easy Cleanup, Innovative Burner Function, Christmas Gifts, 5 Accessories & Recipes, CCO-R252-SUS"
" October 20, 2023",Reviewed in the United States ,Connie,3.0 out of 5 stars,"I think I like this ceramic 11 in 1 air fryer oven. Ceramic ovens are better. Still learning how to use all the options & settings. Used it the1st time today just to do something simple while reading the instructions & learning about the settings. Became alarmed when reading P.3 of instruction booklet: 1800 watts! On the Amazon description it says 1500 watts. Why is it important? Because 1500 is the max for most common household wall outlets. I would NOT have ordered it if it had said 1800 on the ad description! My kitchen wall sockets are standard 15amp (1500vwatt) outlets, as in most homes. I had a safety outlet circuit protector that prevents outlet overloads & other circuit fire issues that plugs into an outlet & then the appliance plugs into it. So I plugged that in the outlet 1st & then the oven plug into that @ the moment to test this oven's wattage demand. At 350 degrees for 15 min's it did not trip the overload or over heated outlet switch. I haven't tried 400 or 450 degree settings yet to see it that increases the wattage use & trips the safety switch I'm using to test this oven for safety. Makes me very nervous that this oven could be a fire hazard for the wall wiring. So which is it, 1500 or 1800 watts? I will definitely be feeling the plug, outlet, & wall to make sure they don't heat up, don't smoke or melt, don't trip the breaker box, & don't trip my outlet safety gadget. Not certain if I'll keep the oven because of this. If 1500, then I'd keep it & still be cautious since that's the max wattage the outlets are rated for. If I knew for sure it's 1800watts, then no, I wouldn't chance a wall fire! The descepancy in wattage description for this oven is confusing, concerning, & serious. Fires are serious business! I have a feeling the 1800 is what thos oven really draws since I passed up a similar multi use oven (Ninga) because it was 1800 watts. I have a corsori 2 qt oressure cooker for 1 or 2 people & love it. Love that this oven is ceramic too. Saw that the poor reviews were for a non-ceramic oven & the ceramic oven verified customers reviews were all 5 star. I do like Corsori as a brand. The oven looks perfect & very versatile. My only concern is the wattage discrepancy. I'll definitely update this review if it trips the safety device, breaker box, or heats up @ the plug/ outlet/ or wall around the outlet.",3.0 out of 5 stars,/COSORI-Flat-Sealed-Innovative-Accessories-CCO-R252-SUS/dp/B0C4KXHJC3/ref=cm_cr_arp_d_product_top?ie=UTF8,"COSORI 11-in-1 26-Quart Ceramic Toaster Oven Air Fryer Combo, Flat-Sealed Heating Elements for Easy Cleanup, Innovative Burner Function, Christmas Gifts, 5 Accessories & Recipes, CCO-R252-SUS"
" September 22, 2023",Reviewed in the United States ,Connie,4.0 out of 5 stars,"So far I'm mostly happy with this. It works great for making toast, for broiling, air frying, re-heating, etc. I'm not a fan of the turn-off method. There is no lettering on that button and you have to press it 3 times in a row to turn off the appliance. I think the company needs to fine-tune the controls. But I'm used to them now, so it's less of an issue (although guests have problems figuring that out). Also, it is VERY loud and kind of shakes when it's air frying, no idea if all air fryers do that! It has what looks like a stainless steel interior (rather than non-stick), so down the road I don't know if it will be easy enough to clean. And the heating rods at the top don't seem to be removable, so cleaning the ""ceiling"" might be an issue. Thus the 4-star review for cleaning and the turn-off issue. But we haven't had to clean it yet, so maybe it will be OK. Overall I do like it due to the many features, and the footprint is smaller than most combo ovens I saw, which is a big plus.",4.0 out of 5 stars,/COSORI-Flat-Sealed-Innovative-Accessories-CCO-R252-SUS/dp/B0C4KXHJC3/ref=cm_cr_arp_d_product_top?ie=UTF8,"COSORI 11-in-1 26-Quart Ceramic Toaster Oven Air Fryer Combo, Flat-Sealed Heating Elements for Easy Cleanup, Innovative Burner Function, Christmas Gifts, 5 Accessories & Recipes, CCO-R252-SUS"
,,Dee,,,,,
" November 14, 2023",Reviewed in the United States ,buldog33,5.0 out of 5 stars,I love this air fryer so much that I got my mom and sister to buy it. It almost has completely put my stove out of commission. Even my lazy kids make all kinds of food with it. Best steak I have ever cooked came out of this air fryer. I had an air fryer before that I really liked and finally it died. I wish I had known before what I was missing out on with by not having replaced it sooner with this fryer.,5.0 out of 5 stars,/COSORI-Functions-Dishwasher-Safe-Accessories-Dehydrate/dp/B0B59D1J98/ref=cm_cr_arp_d_product_top?ie=UTF8,"COSORI Air Fryer Toaster Oven Combo, 10 Qt Family Size, 14-in-1 Functions with Dehydrate, Roast, Smart Control Through Phone & Voice, 1000+ In-APP Recipes & 6 Dishwasher -Safe Accessories, Black"
" November 25, 2023",Reviewed in the United States ,Lorenzo,5.0 out of 5 stars,"I like it, best thing is you could use your phone to it, you could multitask doin other stuff",5.0 out of 5 stars,/COSORI-Functions-Dishwasher-Safe-Accessories-Dehydrate/dp/B0B59D1J98/ref=cm_cr_arp_d_product_top?ie=UTF8,"COSORI Air Fryer Toaster Oven Combo, 10 Qt Family Size, 14-in-1 Functions with Dehydrate, Roast, Smart Control Through Phone & Voice, 1000+ In-APP Recipes & 6 Dishwasher -Safe Accessories, Black"
" November 19, 2023",Reviewed in the United States ,PrimeVA,5.0 out of 5 stars,Purchased refurbished. Was worth the money. Easy to clean. Can remove the fryer door to clean. Not that great for dehydrating.,5.0 out of 5 stars,/COSORI-Functions-Dishwasher-Safe-Accessories-Dehydrate/dp/B0B59D1J98/ref=cm_cr_arp_d_product_top?ie=UTF8,"COSORI Air Fryer Toaster Oven Combo, 10 Qt Family Size, 14-in-1 Functions with Dehydrate, Roast, Smart Control Through Phone & Voice, 1000+ In-APP Recipes & 6 Dishwasher -Safe Accessories, Black"
" November 4, 2023",Reviewed in the United States ,Tee,5.0 out of 5 stars,"I love the way it leaves my rotisserie chicken so full of flavor!! My bacon comes out perfect every time! Reheating an ordered meal, makes it even more special! Haven't used my oven since purchasing my 10qt Cosori! 👍🏾",5.0 out of 5 stars,/COSORI-Functions-Dishwasher-Safe-Accessories-Dehydrate/dp/B0B59D1J98/ref=cm_cr_arp_d_product_top?ie=UTF8,"COSORI Air Fryer Toaster Oven Combo, 10 Qt Family Size, 14-in-1 Functions with Dehydrate, Roast, Smart Control Through Phone & Voice, 1000+ In-APP Recipes & 6 Dishwasher -Safe Accessories, Black"
" April 29, 2023",Reviewed in the United States ,c.t. bradley,4.0 out of 5 stars,"It's been a couple of months since I bought my Cosori air fryer. I did a couple months of research before buying this model, after purchasing a full sized Cosori convection oven for my daughter's family as a house-warming gift. They really Love their family size Cosori, and I'm rather happy with my own smaller unit as well. I only use it every couple of weeks, since I eat pretty healthy, and still prefer to do my meat and veggies on a gas grill. Originally I bought this because I Love fried fish (I think fish ALWAYS tastes best when it's deep fried). I also wanted to try making healthier egg rolls and wontons. I have to say that the egg rolls and wontons turn out quite well, without having all the grease of deep frying and the cleanup and disposal issues related to deep frying. I'm still playing around with temps and times, but I am impressed with how the food turns out. Things cook much quicker in a convection oven than they do in a regular one, and the smaller size of my Cosori unit means I don't have to heat up my kitchen oven just to cook for one person. The controls are easy to use, and I really like the 'halfway timer' that lets me know when to flip my food. Overall, I think the design of the unit is quite well thought out. I love the link to online recipes and the fact that my phone keeps track of my cooking. Very, very handy! Compared to cooking on a gas grill, I still like the gas grill for roasting vegetables better than using the convection oven. Like others have said, the food still doesn't taste like deep fried - but it is certainly a healthier option that gives you a crispy outer layer while cooking the inside to perfection. I'm still playing around with air frying breaded fish fillets. I haven't perfected that yet. The conventional oven still gives me better results, but I think it's just a matter of time before I hit on the right time/temp/methods to use in my Cosori. I am very pleased with this unit and would highly recommend the Cosori brand. I included two pics of egg rolls I made, and was very happy with the results. I just may have to do some air frying tonight!",4.0 out of 5 stars,/COSORI-Functions-Dishwasher-Safe-Accessories-Dehydrate/dp/B0B59D1J98/ref=cm_cr_arp_d_product_top?ie=UTF8,"COSORI Air Fryer Toaster Oven Combo, 10 Qt Family Size, 14-in-1 Functions with Dehydrate, Roast, Smart Control Through Phone & Voice, 1000+ In-APP Recipes & 6 Dishwasher -Safe Accessories, Black"
" September 29, 2023",Reviewed in the United States ,c.t. bradley,4.0 out of 5 stars,"Like having a small oven on top of counter. It is quite large, and heavy! Cooks quickly. I wish there were instructions on how long to cook larger variety of common foods. Had to use Google to find time for baked potato. FYI, I bought this as a returned item for a discount. Don't be afraid to do that. Item had been opened but obviously never used. I'm not sure it was ever fully removed from box.",4.0 out of 5 stars,/COSORI-Functions-Dishwasher-Safe-Accessories-Dehydrate/dp/B0B59D1J98/ref=cm_cr_arp_d_product_top?ie=UTF8,"COSORI Air Fryer Toaster Oven Combo, 10 Qt Family Size, 14-in-1 Functions with Dehydrate, Roast, Smart Control Through Phone & Voice, 1000+ In-APP Recipes & 6 Dishwasher -Safe Accessories, Black"
" September 9, 2023",Reviewed in the United States ,NancyJ,5.0 out of 5 stars,"Despite a previous review from someone, this fryer will most definitely fry without a preheat if you so desire. It is the perfect size for mid-quantity meals, meaning quick and uniform heating. Much bigger than pull-out fryers but not so big as ""ovens"" that take so long to heat and produce uneven results.. AND since this fryer will go to 450 degrees - 50 degrees higher than many fryers - you can set it at 415 and crisp up leftovers or reheat leftovers to the perfect consistency and taste.. This baloney that it is hard to learn the controls - not true at all. Very easy. In fact, I prefer these controls over any other fryer I have had. This Cosori fryer is exceptionally nice in all aspects. I hope it lasts longer than 2 years. We will see. But I highly recommend this one!",5.0 out of 5 stars,/COSORI-Functions-Dishwasher-Safe-Accessories-Dehydrate/dp/B0B59D1J98/ref=cm_cr_arp_d_product_top?ie=UTF8,"COSORI Air Fryer Toaster Oven Combo, 10 Qt Family Size, 14-in-1 Functions with Dehydrate, Roast, Smart Control Through Phone & Voice, 1000+ In-APP Recipes & 6 Dishwasher -Safe Accessories, Black"
" September 23, 2023",Reviewed in the United States ,NancyJ,4.0 out of 5 stars,Coming from a drawer Style air fryer to this toaster ovens air fryer takes a little learning curve but it does work as attended I like the fact they have more options in this air fryer food comes out nice moist and delicious want you you understand how to use it it's a pleasure to use,4.0 out of 5 stars,/COSORI-Functions-Dishwasher-Safe-Accessories-Dehydrate/dp/B0B59D1J98/ref=cm_cr_arp_d_product_top?ie=UTF8,"COSORI Air Fryer Toaster Oven Combo, 10 Qt Family Size, 14-in-1 Functions with Dehydrate, Roast, Smart Control Through Phone & Voice, 1000+ In-APP Recipes & 6 Dishwasher -Safe Accessories, Black"
